code,name,market
031980,피에스케이홀딩스,KOSDAQ
082270,젬백스,KOSDAQ
281740,레이크머티리얼즈,KOSDAQ
195940,HK이노엔,KOSDAQ GLOBAL
080220,제주반도체,KOSDAQ
456160,지투지바이오,KOSDAQ
007390,네이처셀,KOSDAQ
038500,삼표시멘트,KOSDAQ
060370,LS마린솔루션,KOSDAQ
253450,스튜디오드래곤,KOSDAQ GLOBAL
056080,유진로봇,KOSDAQ
096530,씨젠,KOSDAQ
189300,인텔리안테크,KOSDAQ
388720,유일로보틱스,KOSDAQ
078600,대주전자재료,KOSDAQ
122870,와이지엔터테인먼트,KOSDAQ
293490,카카오게임즈,KOSDAQ GLOBAL
115180,큐리언트,KOSDAQ
218410,RFHIC,KOSDAQ
388210,씨엠티엑스,KOSDAQ
204270,제이앤티씨,KOSDAQ
095610,테스,KOSDAQ
174900,앱클론,KOSDAQ
137400,피엔티,KOSDAQ GLOBAL
131970,두산테스나,KOSDAQ GLOBAL
100790,미래에셋벤처투자,KOSDAQ
328130,루닛,KOSDAQ
166090,하나머티리얼즈,KOSDAQ GLOBAL
161580,필옵틱스,KOSDAQ
124500,아이티센글로벌,KOSDAQ
006730,서부T&D,KOSDAQ
056190,에스에프에이,KOSDAQ GLOBAL
036540,SFA반도체,KOSDAQ
183300,코미코,KOSDAQ GLOBAL
213420,덕산네오룩스,KOSDAQ GLOBAL
417200,LS머트리얼즈,KOSDAQ
048410,현대바이오,KOSDAQ
036830,솔브레인홀딩스,KOSDAQ GLOBAL
241710,코스메카코리아,KOSDAQ
376900,로킷헬스케어,KOSDAQ
295310,에이치브이엠,KOSDAQ
032190,다우데이타,KOSDAQ
376300,디어유,KOSDAQ
348340,뉴로메카,KOSDAQ
389470,인벤티지랩,KOSDAQ
127120,제이에스링크,KOSDAQ
086900,메디톡스,KOSDAQ
112040,위메이드,KOSDAQ
222080,씨아이에스,KOSDAQ GLOBAL
131290,티에스이,KOSDAQ
036810,에프에스티,KOSDAQ
358570,지아이이노베이션,KOSDAQ
082920,비츠로셀,KOSDAQ
171090,선익시스템,KOSDAQ
490470,세미파이브,KOSDAQ
052400,코나아이,KOSDAQ
078160,메디포스트,KOSDAQ
014620,성광벤드,KOSDAQ
121600,나노신소재,KOSDAQ
214430,아이쓰리시스템,KOSDAQ
033500,동성화인텍,KOSDAQ
476060,온코닉테라퓨틱스,KOSDAQ
089970,브이엠,KOSDAQ
102710,이엔에프테크놀로지,KOSDAQ
042000,카페24,KOSDAQ
033100,제룡전기,KOSDAQ
060250,NHN KCP,KOSDAQ
009520,포스코엠텍,KOSDAQ GLOBAL
348210,넥스틴,KOSDAQ GLOBAL
102940,코오롱생명과학,KOSDAQ
086450,동국제약,KOSDAQ GLOBAL
067160,SOOP,KOSDAQ GLOBAL
025980,아난티,KOSDAQ
365340,성일하이텍,KOSDAQ
225570,넥슨게임즈,KOSDAQ
486990,노타,KOSDAQ
468530,프로티나,KOSDAQ
090360,로보스타,KOSDAQ
